Country,Year,Variable,Unit,Value
Bulgaria,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.012954619
Bulgaria,2008,Carbon Intensity,tonne CO2-eq per Megajoule,64.52212846
Bulgaria,2008,Energy Consumption per Capita,Gigajoules per capita,109.9777394
Bulgaria,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,6.207878044
Bulgaria,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.400545505
Bulgaria,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,48.48058232
Bulgaria,2012,Fossil Fuel Consumption,Exajoules,0.563448027
Bulgaria,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.030152337
Bulgaria,2012,Carbon Intensity,tonne CO2-eq per Megajoule,63.91477749
Bulgaria,2012,Energy Consumption per Capita,Gigajoules per capita,103.6651213
Bulgaria,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,5.644054391
Bulgaria,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.360738481
Bulgaria,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,48.73917031
Bulgaria,2017,Fossil Fuel Consumption,Exajoules,0.576195173
Bulgaria,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.04087632
Bulgaria,2017,Carbon Intensity,tonne CO2-eq per Megajoule,62.68167592
Bulgaria,2017,Energy Consumption per Capita,Gigajoules per capita,109.8935111
Bulgaria,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,5.260492064
Bulgaria,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.329736459
Bulgaria,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.48857206
Bulgaria,2024,Fossil Fuel Consumption,Exajoules,0.431874253
Bulgaria,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.092242725
Bulgaria,2024,Carbon Intensity,tonne CO2-eq per Megajoule,50.34791549
Bulgaria,2024,Energy Consumption per Capita,Gigajoules per capita,98.42762331
Bulgaria,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.741509832
Bulgaria,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.188377221
Canada,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,481.4119008
Canada,1990,Fossil Fuel Consumption,Exajoules,6.897656083
Canada,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.125924896
Canada,1990,Carbon Intensity,tonne CO2-eq per Megajoule,54.73245404
Canada,1990,Energy Consumption per Capita,Gigajoules per capita,316.5133693
Canada,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,9.448723989
Canada,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.517151852
Canada,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,610.9933268
Canada,2008,Fossil Fuel Consumption,Exajoules,9.0305444
Canada,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.129125619
Canada,2008,Carbon Intensity,tonne CO2-eq per Megajoule,52.83600139
Canada,2008,Energy Consumption per Capita,Gigajoules per capita,345.7182309
Canada,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,7.796711999
Canada,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.411947086
Canada,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,595.7298435
Canada,2012,Fossil Fuel Consumption,Exajoules,9.07555753
Canada,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.137508618
Canada,2012,Carbon Intensity,tonne CO2-eq per Megajoule,50.85624175
Canada,2012,Energy Consumption per Capita,Gigajoules per capita,335.428198
Canada,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,7.519079566
Canada,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.382392128
Canada,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,620.5944194
Canada,2017,Fossil Fuel Consumption,Exajoules,9.243796825
Canada,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.144918736
Canada,2017,Carbon Intensity,tonne CO2-eq per Megajoule,51.31502804
Canada,2017,Energy Consumption per Capita,Gigajoules per capita,328.5604033
Canada,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,7.038071752
Canada,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.361158849
Canada,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,606.3787555
Canada,2024,Fossil Fuel Consumption,Exajoules,9.272504061
Canada,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.140196412
Canada,2024,Carbon Intensity,tonne CO2-eq per Megajoule,51.08993866
Canada,2024,Energy Consumption per Capita,Gigajoules per capita,298.6442643
Canada,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,6.12002327
Canada,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.312671613
Canada,2024,Wind,Share of Generation Mix,0.073541425
Canada,2024,Solar,Share of Generation Mix,0.014787639
Canada,2024,Hydro,Share of Generation Mix,0.538955903
Canada,2024,Other Renewables,Share of Generation Mix,0.015439743
Canada,2024,Nuclear,Share of Generation Mix,0.134218142
Canada,2024,Gas,Share of Generation Mix,0.171125993
Canada,2024,Oil,Share of Generation Mix,0.011391288
Canada,2024,Coal ,Share of Generation Mix,0.039257993
Canada,2024,Other non-Renewable,Share of Generation Mix,0.001281876
Chile,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.15001684
Chile,1990,Fossil Fuel Consumption,Exajoules,0.454200521
Chile,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.085922754
Chile,1990,Carbon Intensity,tonne CO2-eq per Megajoule,66.71431636
Chile,1990,Energy Consumption per Capita,Gigajoules per capita,36.97913156
Chile,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,4.06942162
Chile,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.271488681
Chile,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,78.28038646
Chile,2008,Fossil Fuel Consumption,Exajoules,1.042397708
Chile,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.108328112
Chile,2008,Carbon Intensity,tonne CO2-eq per Megajoule,66.96141094
Chile,2008,Energy Consumption per Capita,Gigajoules per capita,69.42443875
Chile,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.486139953
Chile,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.23343685
Chile,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,87.09980828
Chile,2012,Fossil Fuel Consumption,Exajoules,1.178076193
Chile,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.105757924
Chile,2012,Carbon Intensity,tonne CO2-eq per Megajoule,66.11483421
Chile,2012,Energy Consumption per Capita,Gigajoules per capita,75.19795379
Chile,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.319616859
Chile,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.219475918
Chile,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,95.21974406
Chile,2017,Fossil Fuel Consumption,Exajoules,1.259413272
Chile,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.129114205
Chile,2017,Carbon Intensity,tonne CO2-eq per Megajoule,65.84456809
Chile,2017,Energy Consumption per Capita,Gigajoules per capita,77.92118952
Chile,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.291456521
Chile,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.216724533
Chile,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,83.46813783
Chile,2024,Fossil Fuel Consumption,Exajoules,1.243404686
Chile,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.195111673
Chile,2024,Carbon Intensity,tonne CO2-eq per Megajoule,54.03110459
Chile,2024,Energy Consumption per Capita,Gigajoules per capita,78.16009733
Chile,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.072988927
Chile,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.166036986
China,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2521.583228
China,1990,Fossil Fuel Consumption,Exajoules,27.22778201
China,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.016557747
China,1990,Carbon Intensity,tonne CO2-eq per Megajoule,91.07724861
China,1990,Energy Consumption per Capita,Gigajoules per capita,24.00018898
China,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,17.13916969
China,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,1.560988419
China,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,8215.832047
China,2008,Fossil Fuel Consumption,Exajoules,86.19602656
China,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.028732841
China,2008,Carbon Intensity,tonne CO2-eq per Megajoule,91.78250499
China,2008,Energy Consumption per Capita,Gigajoules per capita,67.1110587
China,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,9.060614387
China,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.831605885
China,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,10131.47371
China,2012,Fossil Fuel Consumption,Exajoules,106.5075607
China,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.035111397
China,2012,Carbon Intensity,tonne CO2-eq per Megajoule,90.86942172
China,2012,Energy Consumption per Capita,Gigajoules per capita,81.41158401
China,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,7.899319272
China,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.717806574
China,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,10434.08915
China,2017,Fossil Fuel Consumption,Exajoules,113.4400969
China,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.054384074
China,2017,Carbon Intensity,tonne CO2-eq per Megajoule,84.94986147
China,2017,Energy Consumption per Capita,Gigajoules per capita,86.96571668
China,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,6.149910402
China,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.522434037
China,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12533.39091
China,2024,Fossil Fuel Consumption,Exajoules,140.0661793
China,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.087478045
China,2024,Carbon Intensity,tonne CO2-eq per Megajoule,78.88422969
China,2024,Energy Consumption per Capita,Gigajoules per capita,111.943191
China,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,5.541171942
China,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.43711108
China,2024,Wind,Share of Generation Mix,0.098845233
China,2024,Solar,Share of Generation Mix,0.083181321
China,2024,Hydro,Share of Generation Mix,0.134258985
China,2024,Other Renewables,Share of Generation Mix,0.020670042
China,2024,Nuclear,Share of Generation Mix,0.044696675
China,2024,Gas,Share of Generation Mix,0.031795645
China,2024,Oil,Share of Generation Mix,0.000936824
China,2024,Coal ,Share of Generation Mix,0.57774093
China,2024,Other non-Renewable,Share of Generation Mix,0.007874345
China Hong Kong SAR,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,42.01027364
China Hong Kong SAR,1990,Fossil Fuel Consumption,Exajoules,0.501687869
China Hong Kong SAR,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0
China Hong Kong SAR,1990,Carbon Intensity,tonne CO2-eq per Megajoule,83.73786916
China Hong Kong SAR,1990,Energy Consumption per Capita,Gigajoules per capita,90.22194469
China Hong Kong SAR,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.167755392
China Hong Kong SAR,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.265261087
China Hong Kong SAR,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,79.71642096
China Hong Kong SAR,2008,Fossil Fuel Consumption,Exajoules,1.01826366
China Hong Kong SAR,2008,Renewable Energy Consumption,Share of Total Energy Consumption,2.85308E-06
China Hong Kong SAR,2008,Carbon Intensity,tonne CO2-eq per Megajoule,78.28639666
China Hong Kong SAR,2008,Energy Consumption per Capita,Gigajoules per capita,145.038004
China Hong Kong SAR,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.049038261
China Hong Kong SAR,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.238698219
China Hong Kong SAR,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,89.33347861
China Hong Kong SAR,2012,Fossil Fuel Consumption,Exajoules,1.138659209
China Hong Kong SAR,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.000573616
China Hong Kong SAR,2012,Carbon Intensity,tonne CO2-eq per Megajoule,78.40997188
China Hong Kong SAR,2012,Energy Consumption per Capita,Gigajoules per capita,158.2145636
China Hong Kong SAR,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.073076593
China Hong Kong SAR,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.240959849
China Hong Kong SAR,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,99.41293353
China Hong Kong SAR,2017,Fossil Fuel Consumption,Exajoules,1.290902168
China Hong Kong SAR,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.002046204
China Hong Kong SAR,2017,Carbon Intensity,tonne CO2-eq per Megajoule,76.85285362
China Hong Kong SAR,2017,Energy Consumption per Capita,Gigajoules per capita,173.7498705
China Hong Kong SAR,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.032762489
China Hong Kong SAR,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.233076452
China Hong Kong SAR,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,71.30640652
China Hong Kong SAR,2024,Fossil Fuel Consumption,Exajoules,0.972042367
China Hong Kong SAR,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.008722092
China Hong Kong SAR,2024,Carbon Intensity,tonne CO2-eq per Megajoule,72.71747486
China Hong Kong SAR,2024,Energy Consumption per Capita,Gigajoules per capita,132.2464057
China Hong Kong SAR,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.241062835
China Hong Kong SAR,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.16296443
Colombia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,53.54806023
Colombia,1990,Fossil Fuel Consumption,Exajoules,0.613085546
Colombia,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.142609292
Colombia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,74.88613874
Colombia,1990,Energy Consumption per Capita,Gigajoules per capita,22.04248408
Colombia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,2.641385257
Colombia,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.197803143
Colombia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,94.88604868
Colombia,2008,Fossil Fuel Consumption,Exajoules,0.991041869
Colombia,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.152293241
Colombia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,81.16261264
Colombia,2008,Energy Consumption per Capita,Gigajoules per capita,26.7165798
Colombia,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,2.382324905
Colombia,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.193355713
Colombia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,115.9832862
Colombia,2012,Fossil Fuel Consumption,Exajoules,1.185577929
Colombia,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.152778247
Colombia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,82.88241852
Colombia,2012,Energy Consumption per Capita,Gigajoules per capita,30.61022877
Colombia,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,2.427904228
Colombia,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.201230574
Colombia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,128.0991141
Colombia,2017,Fossil Fuel Consumption,Exajoules,1.399357557
Colombia,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.154336594
Colombia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,77.41319015
Colombia,2017,Energy Consumption per Capita,Gigajoules per capita,34.37997628
Colombia,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.452937953
Colombia,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.189889752
Colombia,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,138.9711088
Colombia,2024,Fossil Fuel Consumption,Exajoules,1.615322709
Colombia,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.142964911
Colombia,2024,Carbon Intensity,tonne CO2-eq per Megajoule,73.73332617
Colombia,2024,Energy Consumption per Capita,Gigajoules per capita,35.63830062
Colombia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.33417052
Colombia,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.172106156
Croatia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.88413963
Croatia,1990,Fossil Fuel Consumption,Exajoules,0.321126454
Croatia,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.042409391
Croatia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,71.22187535
Croatia,1990,Energy Consumption per Capita,Gigajoules per capita,69.35755738
Croatia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.522861538
Croatia,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.250904805
Croatia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.85276679
Croatia,2008,Fossil Fuel Consumption,Exajoules,0.329046512
