"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"02022000","Frozen unboned bovine meat (excl. carcasses)","340","Belarus","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","152467","Kilogram","0","?","384,995",
"02022000","Frozen unboned bovine meat (excl. carcasses)","344","Russia","10","Ordinary Trade","37","Shandong Province","71582","Kilogram","0","?","331,519",
"02022000","Frozen unboned bovine meat (excl. carcasses)","344","Russia","10","Ordinary Trade","44","Guangdong Province","161693","Kilogram","0","?","508,153",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","11","Beijing","317364","Kilogram","0","?","722,329",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","12","Tianjin","913309","Kilogram","0","?","2,475,595",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","13","Hebei Province","17196","Kilogram","0","?","51,604",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","21","Liaoning Province","80935","Kilogram","0","?","173,010",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","31","Shanghai Province","1143499","Kilogram","0","?","2,535,720",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","32","Jiangsu Province","278208","Kilogram","0","?","648,868",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","33","Zhejiang Province","391233","Kilogram","0","?","1,242,746",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","34","Anhui Province","137075","Kilogram","0","?","280,235",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","37","Shandong Province","2089177","Kilogram","0","?","5,107,403",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","41","Henan Province","100098","Kilogram","0","?","232,495",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","42","Hubei Province","1071987","Kilogram","0","?","2,080,403",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","43","Hunan Province","478300","Kilogram","0","?","1,536,626",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","44","Guangdong Province","4502676","Kilogram","0","?","8,607,270",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","10","Ordinary Trade","50","Chongqing","983748","Kilogram","0","?","3,001,396",
"02022000","Frozen unboned bovine meat (excl. carcasses)","402","Argentina","34","Entrepot Trade by Bonded Area","31","Shanghai Province","222643","Kilogram","0","?","898,531",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","11","Beijing","287913","Kilogram","0","?","1,423,678",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","12","Tianjin","19312","Kilogram","0","?","92,695",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","31","Shanghai Province","89543","Kilogram","0","?","397,467",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","33","Zhejiang Province","40467","Kilogram","0","?","183,469",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","42","Hubei Province","94182","Kilogram","0","?","396,527",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","43","Hunan Province","40843","Kilogram","0","?","86,061",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","44","Guangdong Province","94557","Kilogram","0","?","403,259",
"02022000","Frozen unboned bovine meat (excl. carcasses)","412","Chile","10","Ordinary Trade","50","Chongqing","72320","Kilogram","0","?","331,952",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","11","Beijing","21726","Kilogram","0","?","7,604",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","12","Tianjin","93043","Kilogram","0","?","287,205",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","31","Shanghai Province","141864","Kilogram","0","?","275,823",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","34","Anhui Province","53645","Kilogram","0","?","104,721",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","42","Hubei Province","32601","Kilogram","0","?","75,070",
"02022000","Frozen unboned bovine meat (excl. carcasses)","415","Costa Rica","10","Ordinary Trade","44","Guangdong Province","44525","Kilogram","0","?","89,828",
"02022000","Frozen unboned bovine meat (excl. carcasses)","432","Panama","10","Ordinary Trade","43","Hunan Province","117138","Kilogram","0","?","135,113",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","11","Beijing","342497","Kilogram","0","?","266,093",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","12","Tianjin","129969","Kilogram","0","?","553,668",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","21","Liaoning Province","69580","Kilogram","0","?","252,915",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","31","Shanghai Province","1175273","Kilogram","0","?","3,421,038",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","32","Jiangsu Province","22789","Kilogram","0","?","41,142",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","33","Zhejiang Province","23153","Kilogram","0","?","94,958",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","37","Shandong Province","805934","Kilogram","0","?","1,971,179",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","42","Hubei Province","285004","Kilogram","0","?","218,480",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","43","Hunan Province","125004","Kilogram","0","?","472,626",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","44","Guangdong Province","1135037","Kilogram","0","?","1,776,908",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","50","Chongqing","377324","Kilogram","0","?","913,981",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","10","Ordinary Trade","52","Guizhou Province","21438","Kilogram","0","?","45,020",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","33","Customs Warehousing Trade","44","Guangdong Province","22993","Kilogram","0","?","16,102",
"02022000","Frozen unboned bovine meat (excl. carcasses)","444","Uruguay","34","Entrepot Trade by Bonded Area","12","Tianjin","22867","Kilogram","0","?","98,495",
"02022000","Frozen unboned bovine meat (excl. carcasses)","502","United States","10","Ordinary Trade","32","Jiangsu Province","12823","Kilogram","0","?","140,806",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","11","Beijing","387131","Kilogram","0","?","1,263,619",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","12","Tianjin","231245","Kilogram","0","?","1,154,038",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","13","Hebei Province","142350","Kilogram","0","?","140,797",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","21","Liaoning Province","70969","Kilogram","0","?","115,326",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","31","Shanghai Province","245799","Kilogram","0","?","1,116,759",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","32","Jiangsu Province","138983","Kilogram","0","?","580,229",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","35","Fujian Province","29181","Kilogram","0","?","58,826",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","37","Shandong Province","343391","Kilogram","0","?","458,014",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","42","Hubei Province","166100","Kilogram","0","?","144,379",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","43","Hunan Province","24500","Kilogram","0","?","17,885",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","44","Guangdong Province","309631","Kilogram","0","?","724,357",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","50","Chongqing","264850","Kilogram","0","?","427,495",
"02022000","Frozen unboned bovine meat (excl. carcasses)","601","Australia","10","Ordinary Trade","63","Qinghai Province","4590","Kilogram","0","?","19,929",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","11","Beijing","60776","Kilogram","0","?","171,260",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","12","Tianjin","175694","Kilogram","0","?","557,362",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","21","Liaoning Province","547768","Kilogram","0","?","1,817,907",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","31","Shanghai Province","210426","Kilogram","0","?","621,982",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","32","Jiangsu Province","99138","Kilogram","0","?","614,655",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","33","Zhejiang Province","100456","Kilogram","0","?","558,939",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","35","Fujian Province","30865","Kilogram","0","?","119,922",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","37","Shandong Province","348734","Kilogram","0","?","967,679",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","42","Hubei Province","117129","Kilogram","0","?","333,076",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","44","Guangdong Province","217092","Kilogram","0","?","682,903",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","46","Hainan Province","101329","Kilogram","0","?","195,348",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","50","Chongqing","240512","Kilogram","0","?","691,133",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","10","Ordinary Trade","52","Guizhou Province","44017","Kilogram","0","?","238,111",
"02022000","Frozen unboned bovine meat (excl. carcasses)","609","New Zealand","34","Entrepot Trade by Bonded Area","12","Tianjin","18836","Kilogram","0","?","63,568",
"02023000","Frozen boneless bovine meat","109","Democratic People's Republic of Korea","19","Border Trade","21","Liaoning Province","20011","Kilogram","0","?","182,869",
"02023000","Frozen boneless bovine meat","110","Hong Kong£¬China","10","Ordinary Trade","13","Hebei Province","756","Kilogram","0","?","11,352",
"02023000","Frozen boneless bovine meat","110","Hong Kong£¬China","10","Ordinary Trade","15","Inner Mongolia Autonomous Region","1200","Kilogram","0","?","8,820",
"02023000","Frozen boneless bovine meat","110","Hong Kong£¬China","10","Ordinary Trade","22","Jilin Province","25670","Kilogram","0","?","238,397",
